id.x;link;kanal.x;ajakulu.y;hind.y;osutamistearv.y;rahulolu.y
ARCH-008;http://archimedes.ee/str/;Letiteenus büroos;;;;
ARCH-008;http://archimedes.ee/str/;Veebileht;;;;
ARCH-009;http://archimedes.ee/tegevused/dokumendi-saatmine/;E-iseteenindus;;;;
ARCH-009;http://euroopa.noored.ee/;E-post;;;;
ARCH-009;http://euroopa.noored.ee/;Letiteenus büroos;;;;
ARCH-009;http://euroopa.noored.ee/;Veebileht;;;;
ARCH-010;http://euroopa.noored.ee/;E-post;;;;
ARCH-010;http://euroopa.noored.ee/;Letiteenus büroos;;;;
ARCH-010;http://euroopa.noored.ee/;Veebileht;;;;
ARCH-011;http://archimedes.ee/tegevused/dokumendi-saatmine/;E-iseteenindus;;;;
ARCH-011;http://euroopa.noored.ee/;E-post;;;;
ARCH-011;http://euroopa.noored.ee/;Veebileht;;;;
CONC-001;www.eestikontsert.ee;Veebileht;;;;
EAM-001;http://www.arhitektuurimuuseum.ee/muuseum/pood/;Veebileht;;;;
EAM-002;http://www.arhitektuurimuuseum.ee/kulastus/piletihinnad/;Veebileht;;;;
EAM-003;http://www.arhitektuurimuuseum.ee/muuseum/teenused/urituste-korraldamine/;Veebileht;;;;
EAM-004;http://arhitektuurimuuseum.ee/haridus/ekskursioonid/;Veebileht;;;;
EAM-005;http://www.arhitektuurimuuseum.ee/haridus/haridusprogrammid/;Veebileht;;;;
EAM-007;http://arhitektuurimuuseum.ee/raamatukogu/;Veebileht;;;;
EAM-008;http://arhitektuurimuuseum.ee/kogud/kogude-kasutamise-hinnakiri/;Veebileht;;;;
EAM-009;http://www.arhitektuurimuuseum.ee/naitused/naitused-laenuks/;Veebileht;;;;
EDT-001;http://draamateater.ee/playlist;Veebileht;;;;
EDT-002;http://draamateater.ee/piletiinfo;E-post;;;;
EDT-003;https://www.piletimaailm.com/;E-iseteenindus;;;;
EDT-003;https://www.piletimaailm.com/content_documents/887;E-post;;;;
EDT-003;https://www.piletimaailm.com/content_documents/14;Letiteenus büroos;;;;
EDT-003;https://www.piletimaailm.com/;Nutirakendus;;;;
EDT-003;https://www.piletimaailm.com/;Veebileht;;;;
EDT-004;http://draamateater.ee/kontakt;Veebileht;;;;
EKEI-001;http://www.ekei.ee/et/form/teabenoue;Veebileht;;;;
EKM-001;http://digikogu.ekm.ee/;Veebileht;;;33602;
EKM-002;http://kunstimuuseum.ekm.ee/pressile/uudiskirjad;E-post;;1282;260624;
EKM-002;http://kunstimuuseum.ekm.ee/;Veebileht;;2160;442268;
EKM-003;http://pood.ekm.ee/;Veebileht;;600;785;
ELK-001;http://www.elk.ee/riksweb/index.asp?action=10;E-iseteenindus;;;;
ELK-002;http://www.elk.ee/?page_id=652;E-post;;;;
ELK-003;http://www.elk.ee/?page_id=10440;E-post;;;;
EMK-001;http://www.pria.ee/et/ePRIA;E-iseteenindus;;;;
EN-001;http://www.piletilevi.ee/;E-iseteenindus;;;;
EN-001;http://www.endla.ee/mangukava;Veebileht;;;;
ENTK-001;http://www.entk.ee/;Veebileht;;;;
ENTK-002;http://www.entk.ee/kontaktid;Letiteenus büroos;;;;
ENTK-002;http://www.entk.ee/rahastamine-1;Veebileht;;;;
ENTK-004;https://www.stardiplats.ee/;Veebileht;;;5000;
ENTK-005;http://www.noorteseire.ee/;Veebileht;;;;
ENTK-006;https://www.entk.ee/kvaliteedihindamine;Veebileht;;;;
ENTK-007;https://www.entk.ee;Veebileht;;;;
ENTK-008;https://www.entk.ee/noorsootootajakutse;Veebileht;;;;
ENTK-009;https://www.entk.ee/teeviit-2015;Veebileht;;;;
ENTK-010;https://www.entk.ee/;Veebileht;;;;
ENTK-011;https://www.entk.ee/laagrid;Veebileht;;;;
ENTK-012;https://www.entk.ee/malevad;Veebileht;;;;
ENTK-013;https://www.entk.ee/;Veebileht;;;;
ENTK-014;https://www.entk.ee;Veebileht;;;;
ENTK-015;https://www.entk.ee/;Veebileht;;;;
ENTK-016;https://www.entk.ee/noorteuehingute-aastatoetuse-taotlemine-jaergmiseks-aastaks-alanud;Veebileht;;;;
ENTK-017;https://www.entk.ee/varaait-vol-12;Veebileht;;;;
ENTK-018;https://www.entk.ee;Veebileht;;;;
ENTK-019;https://www.entk.ee/kloogarannanoortelaager;Veebileht;;;;
ENTK-020;https://www.entk.ee;Veebileht;;;;
ENTK-021;https://www.entk.ee;Veebileht;;;;
EPA-002;http://www.epa.ee/et/kuidas-saada-kaubamargile-kaitset/kuidas-saada-kaubamargile-kaitset-eestis;Letiteenus büroos;;;141;
EPA-002;http://www.epa.ee/et/kuidas-saada-kaubamargile-kaitset/kuidas-saada-kaubamargile-kaitset-eestis;Post;;;;
EPA-002;https://teenused.epa.ee/;Veebileht;;;;
EPA-003;http://www.epa.ee/et/patendid/taotluse-koostamine-ja-esitamine;Letiteenus büroos;;;7;
EPA-003;http://www.epa.ee/et/patendid/taotluse-koostamine-ja-esitamine;Post;;;;
EPA-003;https://online.epa.ee/;Veebileht;;;;
EPA-004;http://www.epa.ee/et/kasulikud-mudelid/taotluse-koostamine-ja-esitamine;Letiteenus büroos;;;20;
EPA-004;http://www.epa.ee/et/kasulikud-mudelid/taotluse-koostamine-ja-esitamine;Post;;;;
EPA-004;https://online.epa.ee/;Veebileht;;;41;
EPA-005;http://www.epa.ee/et/kuidas-saada-toostusdisainilahendusele-kaitset/kuidas-saada-toostusdisainilahendusele-kaitset-eestis;Letiteenus büroos;;;10;
EPA-005;http://www.epa.ee/et/kuidas-saada-toostusdisainilahendusele-kaitset/kuidas-saada-toostusdisainilahendusele-kaitset-eestis;Post;;;16;
EPA-005;https://teenused.epa.ee/;Veebileht;;;;
EPA-006;http://www.epa.ee/et/toimingud-eesti-patendiregistris/eestis-kehtivate-euroopa-patentide-register;Letiteenus büroos;;;206;
EPA-006;http://www.epa.ee/et/toimingud-eesti-patendiregistris/eestis-kehtivate-euroopa-patentide-register;Post;;;;
EPA-006;https://online.epa.ee/;Veebileht;;;817;
EPA-007;http://www1.epa.ee/patent/default2.asp;Veebileht;;;33126;
EPA-008;http://www1.epa.ee/ep/default2.asp;Veebileht;;;;
EPA-009;http://www2.epa.ee/Patent/mudel.nsf/SearchEst?OpenForm;Veebileht;;;;
EPA-010;http://www2.epa.ee/Patent/mark.nsf/SearchEst?OpenForm;Veebileht;;;1052368;
EPA-011;http://www2.epa.ee/Patent/design.nsf/SearchEst?OpenForm;Veebileht;;;22196;
EPA-012;http://www2.epa.ee/Patent/georeg.nsf/SearchEst?OpenForm;Veebileht;;;2670;
EPA-013;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/muudatused-registris;E-post;;;;
EPA-013;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/muudatused-registris;Post;;;;
EPA-013;https://teenused.epa.ee/;Veebileht;;;;
EPA-014;http://www.epa.ee/form/teabenoue;E-post;;;;
EPA-014;http://www.epa.ee/form/teabenoue;Faks;;;;
EPA-014;http://www.epa.ee/form/teabenoue;Letiteenus büroos;;;;
EPA-014;http://www.epa.ee/form/teabenoue;Post;;;;
EPA-014;http://www.epa.ee/form/teabenoue;Telefon;;;;
EPA-014;http://www.epa.ee/form/teabenoue;Veebileht;;;5;
EPA-015;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/muudatused-registris;E-post;;;;
EPA-015;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/muudatused-registris;Post;;;402;
EPA-015;https://teenused.epa.ee/;Veebileht;;;;
EPA-016;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/pikendamine;E-post;;;862;
EPA-016;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/pikendamine;Post;;;1055;
EPA-016;https://teenused.epa.ee/;Veebileht;;;;
EPA-017;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/muudatused-registris;E-post;;;;
EPA-017;http://www.epa.ee/et/toimingud-eesti-kaubamargiregistris/muudatused-registris;Post;;;;
EPA-017;https://teenused.epa.ee/;Veebileht;;;2;
EPA-018;https://www.riigiteataja.ee/akt/110012012027?leiaKehtiv#para33;E-post;;;;
EPA-018;https://www.riigiteataja.ee/akt/110012012027?leiaKehtiv#para33;Post;;;;
EPA-018;https://teenused.epa.ee/;Veebileht;;;4;
EPA-019;https://www.riigiteataja.ee/akt/110012012027?leiaKehtiv#para30;E-post;;;7;
EPA-019;https://www.riigiteataja.ee/akt/110012012027?leiaKehtiv#para30;Post;;;;
EPA-019;https://teenused.epa.ee/;Veebileht;;;1;
EPA-020;https://www.riigiteataja.ee/akt/110012012027?leiaKehtiv#para31;E-post;;;;
EPA-020;https://www.riigiteataja.ee/akt/110012012027?leiaKehtiv#para31;Post;;;;
EPA-020;https://teenused.epa.ee/;Veebileht;;;2;
EPA-021;http://www.epa.ee/et/ametist/dokumendiregister;Veebileht;;;;
EPA-022;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;E-post;;;36;
EPA-022;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;Letiteenus büroos;;;233;
EPA-022;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;Telefon;;;;
EPA-023;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;E-post;;;;
EPA-023;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;Letiteenus büroos;;;106;
EPA-023;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;Telefon;;;;
EPA-024;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;E-post;;;;
EPA-024;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;Letiteenus büroos;;;;
EPA-024;http://www.epa.ee/et/ettevotjale/tasuta-konsultatsioonid;Telefon;;;;
EPA-025;http://www.epa.ee/et/form/tagasiside;E-post;;;;
EPA-025;http://www.epa.ee/et/form/tagasiside;Veebileht;;;8;
EPM-001;http://www.epm.ee/kylastajale/naitused/pusinaitused/;E-post;;;;
EPM-001;http://www.epm.ee/kylastajale/naitused/pusinaitused/;Letiteenus büroos;;;;
EPM-001;http://www.epm.ee/kylastajale/naitused/pusinaitused/;Telefon;;;;
EPM-001;http://www.epm.ee/kylastajale/naitused/pusinaitused/;Veebileht;;;70000;
EPM-002;http://www.epm.ee/kontakt/;E-post;;;300;
EPM-002;http://www.epm.ee/hinnakiri/;Letiteenus büroos;;;717;
EPM-002;http://www.epm.ee/kontakt/;Telefon;;;;
EPM-002;http://www.epm.ee/hinnakiri/;Veebileht;;;70000;
EPM-003;http://www.epm.ee/kylastajale/programmid/hariduslikud-programmid/;E-post;;;600;
EPM-003;http://www.epm.ee/kylastajale/programmid/hariduslikud-programmid/;Kliendijuures;;;;
EPM-003;http://www.epm.ee/kylastajale/programmid/hariduslikud-programmid/;Letiteenus büroos;;;;
EPM-003;http://www.epm.ee/kylastajale/programmid/hariduslikud-programmid/;Telefon;;;;
EPM-003;http://www.epm.ee/kylastajale/programmid/hariduslikud-programmid/;Veebileht;;;70000;
EPM-004;http://www.epm.ee/kylastajale/programmid/tahtpaeva-programmid/;E-post;;;5000;
EPM-004;http://www.epm.ee/kylastajale/programmid/tahtpaeva-programmid/;Letiteenus büroos;;;2159;
EPM-004;http://www.epm.ee/kylastajale/programmid/tahtpaeva-programmid/;Telefon;;;;
EPM-004;http://www.epm.ee/kylastajale/programmid/tahtpaeva-programmid/;Veebileht;;;;
EPM-007;http://www.epm.ee/kontakt/;E-post;;;;
EPM-007;http://www.epm.ee/kontakt/;Letiteenus büroos;;;10175;
EPM-007;http://www.epm.ee/kontakt/;Telefon;;;100;
EPM-007;http://www.epm.ee/kontakt/;Veebileht;;;25000;
EPM-008;http://www.epm.ee/kylastajale/programmid/kasitookursused-taiskasvanutele/;E-post;;;;
EPM-008;http://www.epm.ee/kylastajale/programmid/kasitookursused-taiskasvanutele/;Letiteenus büroos;;;359;
EPM-008;http://www.epm.ee/kylastajale/programmid/kasitookursused-taiskasvanutele/;Telefon;;;100;
EPM-008;http://www.epm.ee/kylastajale/programmid/kasitookursused-taiskasvanutele/;Veebileht;;;6000;
EPM-011;http://www.epm.ee/kontakt/;E-post;;;59;
EPM-011;http://www.epm.ee/kogud/kasutamine/;Letiteenus büroos;;;21;
EPM-011;http://www.epm.ee/kontakt/;Post;;;;
EPM-011;http://www.epm.ee/kontakt/;Telefon;;;;
EPM-011;http://www.epm.ee/kogud/kasutamine/;Veebileht;;;360;
EPM-012;http://www.epm.ee/kontakt/;E-post;;;;
EPM-012;http://www.epm.ee/kontakt/;Letiteenus büroos;;;497;
EPM-012;http://www.epm.ee/kontakt/;Telefon;;;;
EPM-012;http://www.epm.ee/event/;Veebileht;;;;
EPM-013;http://www.epm.ee/teadustoo/kusimustikud/;E-post;;;10;
EPM-013;http://www.epm.ee/teadustoo/kusimustikud/;Post;;;3;
EPM-013;http://www.epm.ee/teadustoo/kusimustikud/;Telefon;;;;
EPM-013;http://www.epm.ee/teadustoo/kusimustikud/;Veebileht;;;;
EPM-014;http://www.epm.ee/kylastajale/naitused/ajutised-naitused/;E-post;;;200;
EPM-014;http://www.epm.ee/kylastajale/naitused/ajutised-naitused/;Letiteenus büroos;;;58611;
EPM-014;http://www.epm.ee/kylastajale/naitused/ajutised-naitused/;Telefon;;;200;
EPM-014;http://www.epm.ee/kylastajale/naitused/ajutised-naitused/;Veebileht;;;;
EPM-015;http://www.epm.ee/kylastajale/lahtiolekuajad/;E-post;;;;
EPM-015;http://www.epm.ee/kylastajale/lahtiolekuajad/;Letiteenus büroos;;;59700;
EPM-015;http://www.epm.ee/kylastajale/lahtiolekuajad/;Telefon;;;1000;
EPM-015;http://www.epm.ee/kylastajale/lahtiolekuajad/;Veebileht;;;;
EPM-016;http://www.epm.ee/kontakt/;E-post;;;;
EPM-016;http://www.epm.ee/kontakt/;Letiteenus büroos;;;;
EPM-016;http://www.epm.ee/kontakt/;Telefon;;;;
EPM-016;http://www.epm.ee/muuseum/valjaanded/;Veebileht;;;;
EPM-017;http://www.epm.ee/category/programmid/;E-post;;;200;
EPM-017;http://www.epm.ee/category/programmid/;Letiteenus büroos;;;854;
EPM-017;http://www.epm.ee/category/programmid/;Telefon;;;;
EPM-017;http://www.epm.ee/category/programmid/;Veebileht;;;10000;
ERR-001;http://etv.err.ee/;Digitelevisioon;;;;
ERR-002;http://etv2.err.ee/;Digitelevisioon;;;;
ERR-003;http://etvpluss.err.ee/;Digitelevisioon;;;;
ERR-004;http://vikerraadio.err.ee/;Veebileht;;;;
ERR-005;http://klassikaraadio.err.ee/;Veebileht;;;;
ERR-006;http://r2.err.ee;Veebileht;;;;
ERR-007;http://r4.err.ee/;Veebileht;;;;
ERR-008;http://raadioteater.err.ee/raadioteater/avaleht;Veebileht;;;;
ERR-009;http://uudised.err.ee/;Veebileht;;;;
ERR-010;http://raadiotallinn.err.ee/;Veebileht;;;;
ERR-011;http://info.err.ee/l/arhiivid/koopiadjakasutamine;Veebileht;;;;
ERR-012;https://pood.err.ee/;E-iseteenindus;;;;
ERR-013;http://info.err.ee/l/tootedjateenused/kostyymilaenutus;E-iseteenindus;;;;
ERR-014;http://info.err.ee/l/tootedjateenused/telestuudiod;Kliendijuures;;;;
ERSO-001;http://www.erso.ee;Veebileht;;;;
ESM-001;http://www.spordimuuseum.ee/teenused;E-post;;;;
ESM-001;http://www.spordimuuseum.ee/teenused;Telefon;;;;
ESM-002;http://www.spordimuuseum.ee/teenused;Telefon;;;;
ESM-003;http://www.esm.ee/kulastajale/muuseumipood;Veebileht;;;;
ESM-004;http://hauad.esm.ee/;Veebileht;;;;
ESM-005;http://prosopos.esm.ee;Veebileht;;;;
ETAG-001;https://www.etis.ee/;E-iseteenindus;;;;
ETAG-001;http://www.etag.ee/;E-post;;;;
ETAG-001;http://www.etag.ee/;Telefon;;;;
ETAG-001;http://uudiskiri.etag.ee/;Veebileht;;;;
ETAG-002;https://www.etis.ee/;E-iseteenindus;;;;
ETAG-002;http://www.etag.ee/rahastamine/uurimistoetused/;E-post;;;;
ETAG-002;http://www.etag.ee/rahastamine/uurimistoetused/;Telefon;;;;
ETAG-002;http://www.etag.ee/rahastamine/uurimistoetused/;Veebileht;;;;
ETAG-003;https://www.etis.ee/;E-iseteenindus;;;;
ETAG-003;http://uudiskiri.etag.ee/;Veebileht;;;;
ETAG-004;https://www.etis.ee/;E-iseteenindus;;;;
ETAG-004;http://www.etag.ee/;E-post;;;;
ETAG-004;http://www.etag.ee/;Telefon;;;;
ETAG-004;http://www.etag.ee/;Veebileht;;;;
ETAG-005;https://www.etis.ee/;E-iseteenindus;;;;
ETAG-005;http://www.etag.ee/;E-post;;;;
ETAG-005;http://www.etag.ee/;Telefon;;;;
ETAG-005;http://www.etag.ee/;Veebileht;;;;
ETAG-006;http://www.etag.ee/;E-post;;;;
ETAG-006;http://www.etag.ee/;Telefon;;;;
ETAG-006;http://www.etag.ee/;Veebileht;;;;
ETAG-007;http://www.etag.ee/sihtruhmad/opetajad/;E-post;;;;
ETAG-007;http://www.etag.ee/sihtruhmad/opetajad/;Telefon;;;;
ETAG-007;http://www.etag.ee/sihtruhmad/opetajad/;Veebileht;;;;
ETAG-008;http://www.etag.ee/;E-post;;;;
ETAG-008;http://www.etag.ee/;Telefon;;;;
ETAG-008;http://www.etag.ee/;Veebileht;;;;
ETAG-009;http://euraxess.ee/;E-iseteenindus;;;;
ETAG-009;http://euraxess.ee/;E-post;;;;
ETAG-009;http://euraxess.ee/;Telefon;;;;
ETAG-009;http://www.researchinestonia.eu/;Veebileht;;;;
ETAG-010;https://www.etis.ee/;E-iseteenindus;;;;
ETAG-010;https://www.etis.ee/;E-post;;;;
ETAG-010;https://www.etis.ee/;Telefon;;;;
ETAG-011;http://www.etag.ee/tegevused/teadpop/;E-post;;;;
ETAG-011;http://www.etag.ee/tegevused/teadpop/;Telefon;;;;
ETAG-011;http://www.etag.ee/tegevused/teadpop/;Veebileht;;;;
ETKI-001;www.etki.ee/index.php/%C3%BCldinfo/ueritused;E-post;;;;
ETKI-001;www.etki.ee;Veebileht;;;;
ETKI-002;https://epria.pria.ee/epria2/#/hinnakataloog/valideeritud;Veebileht;;;;
HIIU-001;http://www.muuseum.hiiumaa.ee/e-pood/et/;Veebileht;;;;
HITS-001;https://www.sais.ee/;Veebileht;;;;
HITS-002;https://www.ois.ee/;Veebileht;;;;
HITS-003;https://kratt.edu.ee/;Veebileht;;;;
HITS-004;https://moodle.hitsa.ee/;Veebileht;;;;
HITS-005;http://www.e-ope.ee/repositoorium/;Veebileht;;;;
HITS-006;http://koolielu.ee/waramu/index;Veebileht;;;;
HTM-001;hm@hm.ee;E-post;;;;
HTM-001;http://haridussilm.ee/;Veebileht;;;;
HTM-003;https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba;E-post;;;;
HTM-003;https://www.hm.ee/et/tegevused/valishindamine/koolitus-voi-tegevusluba;Veebileht;;;;
HTM-007;https://www.keeleklikk.ee/et/welcome;E-post;;;300;
HTM-007;https://www.keeleklikk.ee/et/welcome;Veebileht;;;;
HTM-008;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/isikukaart_eesti_ee_portaali;Eesti;;;;
HTM-009;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/vajaduspohise_oppetoetuse_taotlus;Eesti;;;;
HTM-010;https://www.hm.ee/koolikaart/;Veebileht;;;116169;
HTM-011;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/vajaduspohise_oppetoetuse_taotlus;Eesti;;;;
HTM-013;http://haridussilm.ee/;Veebileht;;;;
HÄIR-001;www.112.ee;Tekstisõnum;;;;
HÄIR-001;www.112.ee;Telefon;;;;
HÄIR-002;www.112.ee;Telefon;;;;
HÄIR-003;www.112.ee;E-post;;;;
HÄIR-003;www.112.ee;Tekstisõnum;;;;
HÄIR-003;www.112.ee;Telefon;;;;
HÄIR-004;www.112.ee;E-post;;;;
HÄIR-004;www.112.ee;Tekstisõnum;;;;
HÄIR-004;www.112.ee;Telefon;;;;
INNO-001;http://www.innove.ee/et/struktuuritoetused/2020/taotlejale;Veebileht;;;;
INNO-002;https://khs.innove.ee/public_service/public_request;E-post;;;;
INNO-002;http://www.rajaleidja.ee/rajaleidja-keskused;Letiteenus büroos;;;;
INNO-002;http://www.rajaleidja.ee/rajaleidja-keskused/;Telefon;;;;
INNO-002;http://www.rajaleidja.ee/noor;Veebileht;;;;
INNO-003;http://www.rajaleidja.ee/lapsevanemale/;Kliendijuures;;;;
INNO-003;http://www.rajaleidja.ee/lapsevanemale/;Veebileht;;;;
INNO-004;http://www.innove.ee/et/haridustugiteenused/oppenoustamisteenused;Letiteenus büroos;;;29512;
INNO-006;http://www.innove.ee/et/haridustugiteenused/rajaleidja-keskused/dokumendid;Kliendijuures;;;;
INNO-007;http://www.innove.ee/et/haridustugiteenused/koolitus;Kliendijuures;;;;
INNO-008;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/riigieksami_e_tunnistuse_kehtivuse_kontroll;Eesti;;;;
INNO-009;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/eesti_keele_tasemeeksamite_andmed;Eesti;;;;
INNO-010;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/eesti_keele_tasemeeksamile_registreerimine_1;Eesti;;;;
INNO-010;http://www.innove.ee/et/eesti-keele-tasemeeksamid/registreerumine;Letiteenus büroos;;;;
